Title,Date
"Riverdale: Sæson 3: Kapitel 39: The Midnight Club","08/11/2018"
"Chilling Adventures of Sabrina: Del 1: Kapitel 10: The Witching Hour","05/11/2018"
"Chilling Adventures of Sabrina: Del 1: Kapitel 9: The Returned Man","04/11/2018"
"Chilling Adventures of Sabrina: Del 1: Kapitel 8: The Burial","04/11/2018"
"Brooklyn Nine-Nine: Sæson 1: Fancy Brudgom","04/11/2018"
"Brooklyn Nine-Nine: Sæson 1: Tactical Village","04/11/2018"
"Brooklyn Nine-Nine: Sæson 1: The Apartment","04/11/2018"
"Brooklyn Nine-Nine: Sæson 1: Full Boyle","04/11/2018"
"Brooklyn Nine-Nine: Sæson 1: The Party","03/11/2018"
"Brooklyn Nine-Nine: Sæson 1: Operation: Broken Feather","03/11/2018"
"RuPaul's Drag Race: Sæson 8: Keeping It 100!","31/10/2018"
"Riverdale: Sæson 3: Kapitel 38: As Above, So Below","27/10/2018"
"Riverdale: Sæson 3: Kapitel 36: Labor Day","27/10/2018"
"Riverdale: Sæson 3: Kapitel 37: Fortune and Men's Eyes","27/10/2018"
"Queer Eye: Sæson 2: Unleash the Sexy Beast","27/10/2018"
"Brooklyn Nine-Nine: Sæson 1: The Ebony Falcon","25/10/2018"
"Brooklyn Nine-Nine: Sæson 1: The Bet","25/10/2018"
"Brooklyn Nine-Nine: Sæson 1: Pontiac Bandit","25/10/2018"
"Brooklyn Nine-Nine: Sæson 1: Christmas","25/10/2018"
"Brooklyn Nine-Nine: Sæson 1: Thanksgiving","25/10/2018"
"Brooklyn Nine-Nine: Sæson 1: Sal's Pizza","23/10/2018"
"Brooklyn Nine-Nine: Sæson 1: Old School","23/10/2018"
"Brooklyn Nine-Nine: Sæson 1: The Vulture","23/10/2018"
"Brooklyn Nine-Nine: Sæson 1: M.E. Time","23/10/2018"
"Brooklyn Nine-Nine: Sæson 1: The Slump","23/10/2018"
"Brooklyn Nine-Nine: Sæson 1: The Tagger","23/10/2018"
"Touch: Sæson 1: 1 + 1 = 3","22/10/2018"
"Touch: Sæson 1: Tales of the Red Thread","21/10/2018"
"Queer Eye: Sæson 2: A Decent Proposal","21/10/2018"
"Queer Eye: Sæson 2: God Bless Gay","21/10/2018"
"Disenchantment: Del 1: A Princess, an Elf, and a Demon Walk Into a Bar","10/10/2018"
"FullMetal Alchemist","08/10/2018"
"LOST SONG: Sæson 1: The Song of Healing","08/10/2018"
"Bones: Sæson 10: The Psychic in the Soup","25/09/2018"
"Bones: Sæson 10: The 200th in the 10th","25/09/2018"
"Bones: Sæson 10: The Mutilation of the Master Manipulator","25/09/2018"
"Outlander: Sæson 3: The Battle Joined","25/09/2018"
"The Hollow: Sæson 1: Colrath","24/09/2018"
"The Hollow: Sæson 1: Puppe","24/09/2018"
"The Hollow: Sæson 1: Frost","24/09/2018"
"The Hollow: Sæson 1: Gåden","24/09/2018"
"The Hollow: Sæson 1: Udød","22/09/2018"
"The Hollow: Sæson 1: Ishibo","20/09/2018"
"The Hollow: Sæson 1: Fyrtårnet","20/09/2018"
"The Hollow: Sæson 1: Apokalypsen","20/09/2018"
"The Hollow: Sæson 1: Ørkenen","20/09/2018"
"The Hollow: Sæson 1: Kammeret","20/09/2018"
"Bones: Sæson 10: The Puzzler in the Pit","19/09/2018"
"Bones: Sæson 10: The Money Maker on the Merry-Go-Round","19/09/2018"
"Bones: Sæson 10: The Lost Love in the Foreign Land","19/09/2018"
"Bones: Sæson 10: The Corpse at the Convention","19/09/2018"
"Drageprinsen: Sæson 1: Vidunderstorm","17/09/2018"
"Drageprinsen: Sæson 1: Den forbandede caldera","17/09/2018"
"Drageprinsen: Sæson 1: Dolken og ulven","16/09/2018"
"Drageprinsen: Sæson 1: Gennem isen","16/09/2018"
"Drageprinsen: Sæson 1: En tom trone","16/09/2018"
"Drageprinsen: Sæson 1: Blodtørstig","16/09/2018"
"Drageprinsen: Sæson 1: Måneopgang","16/09/2018"
"Drageprinsen: Sæson 1: Det, som er gjort","16/09/2018"
"Good Morning Call: Sæson 1: Two is Company...","11/09/2018"
"Insatiable: Sæson 1: Forfulgt af uheld","10/09/2018"
"Insatiable: Sæson 1: Vindere vinder. Basta","07/09/2018"
"Insatiable: Sæson 1: Banan hjerte banan","07/09/2018"
"Insatiable: Sæson 1: Tøsen Kitty","06/09/2018"
"Insatiable: Sæson 1: Wienere og tabere","05/09/2018"
"Insatiable: Sæson 1: Miss Magic Jesus","04/09/2018"
"Insatiable: Sæson 1: Dunk og donuts","03/09/2018"
"Paradise PD: Del 1: Welcome to Paradise","03/09/2018"
"Insatiable: Sæson 1: Bikinier og møgkællinger","02/09/2018"
"Insatiable: Sæson 1: WMBS","02/09/2018"
"Insatiable: Sæson 1: Miss Bareback Buckaroo","02/09/2018"
"Disenchantment: Del 1: Dreamland Falls","02/09/2018"
"Disenchantment: Del 1: To Thine Own Elf Be True","01/09/2018"
"Disenchantment: Del 1: The Limits of Immortality","01/09/2018"
"Barely Lethal","01/09/2018"
"Disenchantment: Del 1: Love's Tender Rampage","01/09/2018"
"Disenchantment: Del 1: Swamp and Circumstance","01/09/2018"
"Good Morning Call: Sæson 1: Surprise!","30/08/2018"
"Good Morning Call: Sæson 1: The Getaway (Del 2)","30/08/2018"
"Good Morning Call: Sæson 1: The Getaway (Del 1)","30/08/2018"
"Good Morning Call: Sæson 1: Tagging Along","30/08/2018"
"Candy Jar","30/08/2018"
"Good Morning Call: Sæson 1: Father Knows Best","27/08/2018"
"Good Morning Call: Sæson 1: A Change of Scenery","25/08/2018"
"Good Morning Call: Sæson 1: A Valentine Surprise","24/08/2018"
"Good Morning Call: Sæson 1: He's Not Sexy, He's My Brother","24/08/2018"
"Bring It On: Fight to the Finish","24/08/2018"
"Hvis bare du var min","24/08/2018"
"Insatiable: Sæson 1: Tyndhed er magi","22/08/2018"
"Insatiable: Sæson 1: Pilotepisode","18/08/2018"
"Good Morning Call: Sæson 1: Baby, It's Cold Outside","18/08/2018"
"Good Morning Call: Sæson 1: Faking Up is Hard to Do","18/08/2018"
"Good Morning Call: Sæson 1: Party of One","18/08/2018"
"Bones: Sæson 10: The Geek in the Guck","15/08/2018"
"Voltron – den legendariske beskytter: Sæson 7: Løvernes flok – del 2","11/08/2018"
"Voltron – den legendariske beskytter: Sæson 7: Løvernes flok – del 1","11/08/2018"
"Voltron – den legendariske beskytter: Sæson 7: Ildprøve","11/08/2018"
"Voltron – den legendariske beskytter: Sæson 7: Løvehjertet","11/08/2018"
"Voltron – den legendariske beskytter: Sæson 7: Kend din fjende","11/08/2018"
"Voltron – den legendariske beskytter: Sæson 7: Det endelige slag – del 2","11/08/2018"
"Voltron – den legendariske beskytter: Sæson 7: Det endelige slag – del 1","11/08/2018"
"Voltron – den legendariske beskytter: Sæson 7: Den indre rejse","11/08/2018"
"Voltron – den legendariske beskytter: Sæson 7: Ruinerne","10/08/2018"
"Voltron – den legendariske beskytter: Sæson 7: Spørgeprogrammet!","10/08/2018"
"Voltron – den legendariske beskytter: Sæson 7: Vejen frem","10/08/2018"
"Voltron – den legendariske beskytter: Sæson 7: Vejen hjem","10/08/2018"
"Voltron – den legendariske beskytter: Sæson 7: Et lille eventyr","10/08/2018"
"Shadowhunters: The Mortal Instruments: Sæson 2: A Problem of Memory","09/08/2018"
"Shadowhunters: The Mortal Instruments: Sæson 2: The Fair Folk","09/08/2018"
"Shadowhunters: The Mortal Instruments: Sæson 2: Those of Demon Blood","07/08/2018"
"Shadowhunters: The Mortal Instruments: Sæson 2: You Are Not Your Own","07/08/2018"
"Shadowhunters: The Mortal Instruments: Sæson 2: Mea Maxima Culpa","07/08/2018"
"Degrassi: Next Class: Sæson 1: #BootyCall","05/08/2018"
"Anohana: The Flower We Saw That Day: Sæson 1: Episode 1","01/08/2018"
"Good Morning Call: Sæson 1: Christmas is Coming","18/07/2018"
"Good Morning Call: Sæson 1: Rumor Has It","18/07/2018"
"The Kissing Booth","18/07/2018"
"Wild child","16/07/2018"
"Frie tøjler: Sæson 2: Landsstævnet","15/07/2018"
"Frie tøjler: Sæson 2: Udflugten","15/07/2018"
"Frie tøjler: Sæson 2: Gaby","15/07/2018"
"Frie tøjler: Sæson 2: Bob","15/07/2018"
"Verónica","14/07/2018"
"Frie tøjler: Sæson 2: Bortløbet","13/07/2018"
"Good Morning Call: Sæson 1: A Kiss to Remember","12/07/2018"
"DEATH NOTE: Sæson 1: New World","12/07/2018"
"DEATH NOTE: Sæson 1: 1.28","12/07/2018"
"DEATH NOTE: Sæson 1: Malice","12/07/2018"
"Good Morning Call: Sæson 1: Alone at Last","11/07/2018"
"DEATH NOTE: Sæson 1: Vigilance","11/07/2018"
"DEATH NOTE: Sæson 1: Scorn","11/07/2018"
"DEATH NOTE: Sæson 1: Selection","11/07/2018"
"Bones: Sæson 10: The Purging of the Pundit","09/07/2018"
"Good Girls: Sæson 1: Pilotepisode","09/07/2018"
"DEATH NOTE: Sæson 1: Transfer","09/07/2018"
"Project Runway: Junior: Sæson 1: Ultimate Accessory","09/07/2018"
"Frie tøjler: Sæson 2: 16-årsfesten","08/07/2018"
"Frie tøjler: Sæson 2: Sandhed eller konsekvens","08/07/2018"
"Frie tøjler: Sæson 2: Øens skjoldmø","08/07/2018"
"Frie tøjler: Sæson 2: Gyldne dreng","08/07/2018"
"Frie tøjler: Sæson 2: Rivaler","08/07/2018"
"DEATH NOTE: Sæson 1: Justice","05/07/2018"
"DEATH NOTE: Sæson 1: Father","05/07/2018"
"DEATH NOTE: Sæson 1: Impatience","05/07/2018"
"DEATH NOTE: Sæson 1: Abduction","05/07/2018"
"DEATH NOTE: Sæson 1: Renewal","02/07/2018"
"DEATH NOTE: Sæson 1: Silence","02/07/2018"
"DEATH NOTE: Sæson 1: Revival","30/06/2018"
"DEATH NOTE: Sæson 1: Frenzy","29/06/2018"
"DEATH NOTE: Sæson 1: Guidance","29/06/2018"
"DEATH NOTE: Sæson 1: Performance","29/06/2018"
"DEATH NOTE: Sæson 1: Makeshift","28/06/2018"
"DEATH NOTE: Sæson 1: Matsuda","28/06/2018"
"DEATH NOTE: Sæson 1: Ally","28/06/2018"
"Bones: Sæson 10: The Lance to the Heart","25/06/2018"
"DEATH NOTE: Sæson 1: Execution","25/06/2018"
"DEATH NOTE: Sæson 1: Decision","25/06/2018"
"DEATH NOTE: Sæson 1: Wager","25/06/2018"
"DEATH NOTE: Sæson 1: Friend","24/06/2018"
"DEATH NOTE: Sæson 1: Confession","24/06/2018"
"DEATH NOTE: Sæson 1: Love","24/06/2018"
"DEATH NOTE: Sæson 1: Assault","24/06/2018"
"DEATH NOTE: Sæson 1: Doubt","24/06/2018"
"DEATH NOTE: Sæson 1: Encounter","24/06/2018"
"DEATH NOTE: Sæson 1: Glare","24/06/2018"
"DEATH NOTE: Sæson 1: Overcast","24/06/2018"
"DEATH NOTE: Sæson 1: Unraveling","24/06/2018"
"DEATH NOTE: Sæson 1: Tactics","24/06/2018"
"DEATH NOTE: Sæson 1: Pursuit","24/06/2018"
"DEATH NOTE: Sæson 1: Dealings","24/06/2018"
"Family Guy: Sæson 15: Dearly Deported","24/06/2018"
"Alex Strangelove","23/06/2018"
"DEATH NOTE: Sæson 1: Confrontation","22/06/2018"
"DEATH NOTE: Sæson 1: Rebirth","22/06/2018"
"John Mulaney: Kid Gorgeous at Radio City","19/06/2018"
"13 Reasons Why: Sæson 2: Farvel","19/06/2018"
"13 Reasons Why: Sæson 2: Æsken med billeder","19/06/2018"
"13 Reasons Why: Sæson 2: Bryce og Chloe","19/06/2018"
"13 Reasons Why: Sæson 2: Smil, kællinger","19/06/2018"
"13 Reasons Why: Sæson 2: Den manglende side","18/06/2018"
"13 Reasons Why: Sæson 2: Den lille pige","18/06/2018"
"13 Reasons Why: Sæson 2: Det tredje billede","18/06/2018"
"Voltron – den legendariske beskytter: Sæson 6: Alle universernes beskytter","16/06/2018"
"Voltron – den legendariske beskytter: Sæson 6: Alle gode ting","16/06/2018"
"Voltron – den legendariske beskytter: Sæson 6: De sorte paladiner","16/06/2018"
"Voltron – den legendariske beskytter: Sæson 6: Kolonien","16/06/2018"
"Voltron – den legendariske beskytter: Sæson 6: Monstre og Mana","16/06/2018"
"Voltron – den legendariske beskytter: Sæson 6: På kanten","16/06/2018"
"Voltron – den legendariske beskytter: Sæson 6: Omega-skjold","15/06/2018"
"13 Reasons Why: Sæson 2: Smilet på molen","13/06/2018"
"13 Reasons Why: Sæson 2: Kridtmaskinen","13/06/2018"
"Devilman Crybaby: Miniserie: Beautiful Silene","06/06/2018"
"13 Reasons Why: Sæson 2: Det andet billede","04/06/2018"
"13 Reasons Why: Sæson 2: Den fulde luder","02/06/2018"
"13 Reasons Why: Sæson 2: To piger kysser","31/05/2018"
"13 Reasons Why: Sæson 2: Det første billede","31/05/2018"
"Devilman Crybaby: Miniserie: Come, Akira","29/05/2018"
"Devilman Crybaby: Miniserie: Believe Me!","29/05/2018"
"Devilman Crybaby: Miniserie: One Hand Is Enough","23/05/2018"
"Devilman Crybaby: Miniserie: I Need You","23/05/2018"
"Riverdale: Sæson 2: Kapitel 35: Brave New World","17/05/2018"
"Riverdale: Sæson 2: Kapitel 34: Judgment Night","13/05/2018"
"Riverdale: Sæson 2: Kapitel 33: Shadow of a Doubt","13/05/2018"
"Riverdale: Sæson 2: Kapitel 32: Prisoners","13/05/2018"
"Riverdale: Sæson 2: Kapitel 31: A Night to Remember","13/05/2018"
"Gossip Girl: Sæson 3: Last Tango, Then Paris","11/05/2018"
"Gossip Girl: Sæson 3: Ex-Husbands and Wives","11/05/2018"
"Gossip Girl: Sæson 3: It's a Dad, Dad, Dad, Dad World","10/05/2018"
"Riverdale: Sæson 2: Kapitel 30: The Noose Tightens","10/05/2018"
"Riverdale: Sæson 2: Kapitel 29: Primary Colors","09/05/2018"
"Riverdale: Sæson 2: Kapitel 28: There Will Be Blood","09/05/2018"
"Riverdale: Sæson 2: Kapitel 27: The Hills Have Eyes","09/05/2018"
"Riverdale: Sæson 2: Kapitel 26: The Tell-Tale Heart","09/05/2018"
"Riverdale: Sæson 2: Kapitel 25: The Wicked and the Divine","09/05/2018"
"The Rain: Sæson 1: Stol på dine instinkter","07/05/2018"
"The Rain: Sæson 1: Tal ikke med fremmede","07/05/2018"
"The Rain: Sæson 1: Hold fast på dine venner","07/05/2018"
"Riverdale: Sæson 2: Kapitel 24: The Wrestler","04/05/2018"
"Riverdale: Sæson 2: Kapitel 23: The Blackboard Jungle","04/05/2018"
"Riverdale: Sæson 2: Kapitel 22: Silent Night, Deadly Night","04/05/2018"
"Riverdale: Sæson 2: Kapitel 21: House of the Devil","04/05/2018"
"Riverdale: Sæson 2: Kapitel 20: Tales from the Darkside","04/05/2018"
"Riverdale: Sæson 2: Kapitel 19: Death Proof","03/05/2018"
"Riverdale: Sæson 2: Kapitel 18: When a Stranger Calls","03/05/2018"
"Riverdale: Sæson 2: Kapitel 17: The Town That Dreaded Sundown","03/05/2018"
"Riverdale: Sæson 2: Kapitel 16: The Watcher in the Woods","03/05/2018"
"Doctor Strange","03/05/2018"
"Riverdale: Sæson 2: Kapitel 15: Nighthawks","03/05/2018"
"Riverdale: Sæson 2: Kapitel 14: A Kiss Before Dying","03/05/2018"
"Riverdale: Sæson 1: Kapitel 13: The Sweet Hereafter","02/05/2018"
"Riverdale: Sæson 1: Kapitel 12: Anatomy of a Murder","02/05/2018"
"Riverdale: Sæson 1: Kapitel 11: To Riverdale and Back Again","02/05/2018"
"Riverdale: Sæson 1: Kapitel 10: The Lost Weekend","02/05/2018"
"Vampire Knight: Sæson 1: Night of Vampires","02/05/2018"
"Avatar: Avatar: Luftens sidste mester – bog 1: Fanget","03/04/2018"
"Avatar: Avatar: Luftens sidste mester – bog 1: Kongen fra Omashu","03/04/2018"
"Voltron – den legendariske beskytter: Sæson 5: Den Hvide Løve","20/03/2018"
"Voltron – den legendariske beskytter: Sæson 5: Blodlinjer","20/03/2018"
"Riverdale: Sæson 1: Kapitel 9: La Grande Illusion","15/03/2018"
"Riverdale: Sæson 1: Kapitel 8: The Outsiders","12/03/2018"
"Avatar: Avatar: Luftens sidste mester – bog 1: Krigerne fra Kyoshi","11/03/2018"
"Voltron – den legendariske beskytter: Sæson 5: Kral Zera","11/03/2018"
"Voltron – den legendariske beskytter: Sæson 5: Efterskælvet","08/03/2018"
"Avatar: Avatar: Luftens sidste mester – bog 1: Avataren vender tilbage","07/03/2018"
"Voltron – den legendariske beskytter: Sæson 5: Ondt blod","05/03/2018"
"Riverdale: Sæson 1: Kapitel 6: Faster, Pussycats! Kill! Kill!","05/03/2018"
"Voltron – den legendariske beskytter: Sæson 5: Fangen","05/03/2018"
"Avatar: Avatar: Luftens sidste mester – bog 1: Drengen i isbjerget","05/03/2018"
"Riverdale: Sæson 1: Kapitel 5: Heart of Darkness","24/02/2018"
"Atlantis: Det forsvundne rige","28/01/2018"
"The Babysitter","27/01/2018"
"Captain America: The First Avenger","16/01/2018"
"The Devil's Mistress","16/01/2018"
"Forfalskerne","16/01/2018"
"Drengen i den stribede pyjamas","16/01/2018"
"Prinsen af Egypten","16/01/2018"
"Black Mirror: Sæson 2: White Bear","15/01/2018"
"Black Mirror: Sæson 3: Nosedive","15/01/2018"
"The End of the F***ing World: Sæson 1: Episode 3","14/01/2018"
"The End of the F***ing World: Sæson 1: Episode 2","14/01/2018"
"The End of the F***ing World: Sæson 1: Episode 1","14/01/2018"
"Bones: Sæson 10: The Conspiracy in the Corpse","06/01/2018"
"Arthurs julegaveræs","30/12/2017"
"Glitch: Sæson 1: Am I in Hell?","30/12/2017"
"Glitch: Sæson 1: The Risen","30/12/2017"
"Trolls: Festdagen","27/12/2017"
"Find Dory","21/12/2017"
"Bones: Sæson 9: The Recluse in the Recliner","02/12/2017"
"Bones: Sæson 9: The Drama in the Queen","30/11/2017"
"Bones: Sæson 9: The Nail in the Coffin","26/11/2017"
"Hotel Transylvania 2","26/11/2017"
"Gåsehud","15/11/2017"
"Unbreakable Kimmy Schmidt: Sæson 1: Kimmy Goes on a Date!","11/11/2017"
"Bones: Sæson 9: The Cold in the Case","08/11/2017"
"Bones: Sæson 9: The High in the Low","08/11/2017"
"Bones: Sæson 9: The Turn in the Urn","06/11/2017"
"Bones: Sæson 9: The Carrot in the Kudzu","05/11/2017"
"Bones: Sæson 9: The Repo Man in the Septic Tank","05/11/2017"
"Bones: Sæson 9: The Source in the Sludge","03/11/2017"
"Bones: Sæson 9: The Heiress in the Hill","03/11/2017"
"Sherlock: Sæson 3: The Sign of Three","03/11/2017"
"Beyond Stranger Things: Beyond 2: Sandheden om Hawkins","01/11/2017"
"Bones: Sæson 9: The Master in the Slop","01/11/2017"
"Corpse Bride","31/10/2017"
"Rick and Morty: Sæson 1: Pilotepisode","30/10/2017"
"Beyond Stranger Things: Beyond 2: Den nye klasse","30/10/2017"
"Beyond Stranger Things: Beyond 2: Den slutning","30/10/2017"
"Stranger Things: Stranger Things 2: Kap. 9: Porten","30/10/2017"
"Stranger Things: Stranger Things 2: Kap. 8: Mind Flayer","29/10/2017"
"Stranger Things: Stranger Things 2: Kap. 7: Den forsvundne søster","29/10/2017"
"Stranger Things: Stranger Things 2: Kap. 6: Spionen","29/10/2017"
"Stranger Things: Stranger Things 2: Kap. 5: Dig Dug","29/10/2017"
"Stranger Things: Stranger Things 2: Kap. 4: Kloge Will","28/10/2017"
"Stranger Things: Stranger Things 2: Kap. 3: Haletudsen","28/10/2017"
"Stranger Things: Stranger Things 2: Kap. 2: Slik eller ballade","28/10/2017"
"Stranger Things: Stranger Things 2: Kap. 1: MADMAX","28/10/2017"
"Bones: Sæson 9: Big in the Philippines","26/10/2017"
"Bones: Sæson 9: The Ghost in the Killer","22/10/2017"
"The Flash: Sæson 2: The Man Who Saved Central City","20/10/2017"
"The Seven Deadly Sins: De syv dødssynder","19/10/2017"
"Bones: Sæson 9: The Woman in White","19/10/2017"
"Bones: Sæson 9: The Spark in the Park","18/10/2017"
"Bones: Sæson 9: The Mystery in the Meat","18/10/2017"
"Bones: Sæson 9: The Fury in the Jury","18/10/2017"
"Bones: Sæson 9: The Dude in the Dam","18/10/2017"
"Bones: Sæson 9: The Nazi on the Honeymoon","17/10/2017"
"The Meyerowitz Stories (New and Selected)","17/10/2017"
"Voltron – den legendariske beskytter: Sæson 2: Marmoras klinge","16/10/2017"
"Voltron – den legendariske beskytter: Sæson 4: En ny beskytter","16/10/2017"
"Voltron – den legendariske beskytter: Sæson 4: Blitzkrig","16/10/2017"
"Voltron – den legendariske beskytter: Sæson 4: Voltron-showet","15/10/2017"
"Voltron – den legendariske beskytter: Sæson 4: Sort side","15/10/2017"
"Voltron – den legendariske beskytter: Sæson 4: Genforening","15/10/2017"
"Voltron – den legendariske beskytter: Sæson 4: Æreskodeks","13/10/2017"
"Bones: Sæson 9: The Lady on the List","12/10/2017"
"Bones: Sæson 9: The Sense in the Sacrifice","11/10/2017"
"Bones: Sæson 9: El Carnicero en el Coche","11/10/2017"
"Bones: Sæson 9: The Cheat in the Retreat","10/10/2017"
"Bones: Sæson 9: The Secrets in the Proposal","10/10/2017"
"Bones: Sæson 8: The Secret in the Siege","08/10/2017"
"Bones: Sæson 8: The Pathos in the Pathogens","08/10/2017"
"Bones: Sæson 8: The Party in the Pants","07/10/2017"
"Percy Jackson Lyntyven","06/10/2017"
"Bones: Sæson 8: The Maiden in the Mushroom","04/10/2017"
"Bones: Sæson 8: The Blood from the Stones","04/10/2017"
"Gaga: Five Foot Two","04/10/2017"
"Fantastiske skabninger… og hvor de findes","02/10/2017"
"Bones: Sæson 8: The Doom in the Gloom","02/10/2017"
"Bones: Sæson 8: The Survivor in the Soap","01/10/2017"
"Unbreakable Kimmy Schmidt: Sæson 1: Kimmy Gets a Job!","28/09/2017"
"Unbreakable Kimmy Schmidt: Sæson 1: Kimmy Goes Outside!","28/09/2017"
"Bones: Sæson 8: The Fact in the Fiction","26/09/2017"
"Bones: Sæson 8: The Friend in Need","18/09/2017"
"Bones: Sæson 8: The Shot in the Dark","17/09/2017"
"Bones: Sæson 8: The Doll in the Derby","06/09/2017"
"Death Note","04/09/2017"
"Atypical: Sæson 1: Antarctica","31/08/2017"
"Voltron – den legendariske beskytter: Sæson 3: Legendens opståen","26/08/2017"
"Voltron – den legendariske beskytter: Sæson 3: Skygger kometen","26/08/2017"
"Bones: Sæson 8: The Twist in the Plot","26/08/2017"
"Bones: Sæson 8: The Corpse on the Canopy","26/08/2017"
"Bones: Sæson 8: The Archaeologist in the Cocoon","26/08/2017"
"Voltron – den legendariske beskytter: Sæson 3: Rejsen","21/08/2017"
"Voltron – den legendariske beskytter: Sæson 3: Et hul i himlen","21/08/2017"
"Bones: Sæson 8: The Diamond in the Rough","19/08/2017"
"Bones: Sæson 8: The Ghost in the Machine","19/08/2017"
"Bones: Sæson 8: The But in the Joke","19/08/2017"
"Bones: Sæson 8: The Bod in the Pod","19/08/2017"
"Bones: Sæson 8: The Patriot in Purgatory","19/08/2017"
"Bones: Sæson 8: The Method in the Madness","19/08/2017"
"Voltron – den legendariske beskytter: Sæson 3: Den jagede","19/08/2017"
"Voltron – den legendariske beskytter: Sæson 3: Den røde","19/08/2017"
"Life Unexpected: Sæson 1: Pilotepisode","17/08/2017"
"Voltron – den legendariske beskytter: Sæson 3: Nye kræfter","16/08/2017"
"Voltron – den legendariske beskytter: Sæson 2: Strømsvigt","16/08/2017"
"To the Bone","08/08/2017"
"The 100: Sæson 3: Wanheda – del 2","31/07/2017"
"Grimm: Sæson 5: Beginning of the End – del 2","18/07/2017"
"Grimm: Sæson 5: Beginning of the End – del 1","18/07/2017"
"Grimm: Sæson 5: Bad Night","18/07/2017"
"Grimm: Sæson 5: The Taming of the Wu","14/07/2017"
"Grimm: Sæson 5: Good to the Bone","14/07/2017"
"Grimm: Sæson 5: Inugami","14/07/2017"
"Grimm: Sæson 5: The Believer","14/07/2017"
"Grimm: Sæson 5: Skin Deep","13/07/2017"
"Grimm: Sæson 5: Lycanthropia","13/07/2017"
"Grimm: Sæson 5: Silence of the Slams","13/07/2017"
"Grimm: Sæson 5: Into the Schwarzwald","13/07/2017"
"Grimm: Sæson 5: Key Move","12/07/2017"
"Grimm: Sæson 5: Map of the Seven Knights","11/07/2017"
"Grimm: Sæson 5: Star-Crossed","11/07/2017"
"Don't Knock Twice","10/07/2017"
"The Karate Kid","09/07/2017"
"Easy A","09/07/2017"
"","09/07/2017"
"Limitless: Sæson 1: Page 44","08/07/2017"
"Limitless: Sæson 1: The Legend of Marco Ramos","08/07/2017"
"Limitless: Sæson 1: Badge! Gun!","08/07/2017"
"Limitless: Sæson 1: Pilotepisode","08/07/2017"
"Frie tøjler: Sæson 1: Stævnet","04/07/2017"
"Frie tøjler: Sæson 1: Ponybal","04/07/2017"
"Frie tøjler: Sæson 1: Emerald","04/07/2017"
"Frie tøjler: Sæson 1: Hestetyvshelten","04/07/2017"
"Frie tøjler: Sæson 1: Tøseaften","04/07/2017"
"Frie tøjler: Sæson 1: Ridelejr","02/07/2017"
"Frie tøjler: Sæson 1: Pin udspioneres","02/07/2017"
"Frie tøjler: Sæson 1: Fotografering","01/07/2017"
"Grimm: Sæson 5: A Reptile Dysfunction","01/07/2017"
"Grimm: Sæson 5: Eve of Destruction","01/07/2017"
"The 100: Sæson 3: Wanheda – del 1","12/06/2017"
"The 100: Sæson 2: Blood Must Have Blood: Del 2","12/06/2017"
"Grimm: Sæson 5: Wesen Nacht","12/06/2017"
"Grimm: Sæson 5: The Rat King","31/05/2017"
"Grimm: Sæson 5: Maiden Quest","31/05/2017"
"Grimm: Sæson 5: Lost Boys","31/05/2017"
"Grimm: Sæson 5: Clear and Wesen Danger","31/05/2017"
"Grimm: Sæson 5: The Grimm Identity","20/05/2017"
"Grimm: Sæson 4: Cry Havoc","20/05/2017"
"Grimm: Sæson 4: Headache","17/05/2017"
"Grimm: Sæson 4: You Don't Know Jack","17/05/2017"
"Grimm: Sæson 4: Iron Hans","16/05/2017"
"Grimm: Sæson 4: Mishipeshu","16/05/2017"
"Grimm: Sæson 4: Thanks for the Memories","16/05/2017"
"Outlander: Sæson 2: Dragonfly In Amber","07/05/2017"
"Outlander: Sæson 2: The Hail Mary","07/05/2017"
"Outlander: Sæson 2: Vengeance Is Mine","07/05/2017"
"Outlander: Sæson 2: Prestonpans","04/05/2017"
"Outlander: Sæson 2: Je Suis Prest","02/05/2017"
"Outlander: Sæson 2: The Fox's Lair","02/05/2017"
"Outlander: Sæson 2: Faith","30/04/2017"
"Outlander: Sæson 2: Best Laid Schemes","30/04/2017"
"Outlander: Sæson 2: Untimely Resurrection","30/04/2017"
"Outlander: Sæson 2: La Dame Blanche","30/04/2017"
"Outlander: Sæson 2: Useful Occupations and Deception","29/04/2017"
"Outlander: Sæson 2: Not In Scotland Anymore","29/04/2017"
"Outlander: Sæson 2: Through A Glass, Darkly","29/04/2017"
"13 Reasons Why: Beyond the Reasons","27/04/2017"
"13 Reasons Why: Sæson 1: Tape 7, Side A","27/04/2017"
"13 Reasons Why: Sæson 1: Tape 6, Side B","27/04/2017"
"13 Reasons Why: Sæson 1: Tape 6, Side A","26/04/2017"
"13 Reasons Why: Sæson 1: Tape 5, Side B","24/04/2017"
"13 Reasons Why: Sæson 1: Tape 5, Side A","24/04/2017"
"13 Reasons Why: Sæson 1: Tape 4, Side B","24/04/2017"
"13 Reasons Why: Sæson 1: Tape 4, Side A","23/04/2017"
"13 Reasons Why: Sæson 1: Tape 3, Side B","23/04/2017"
"Bones: Sæson 8: The Tiger in the Tale","07/04/2017"
"13 Reasons Why: Sæson 1: Tape 3, Side A","06/04/2017"
"Buffy the Vampire Slayer: Sæson 1: Welcome to the Hellmouth","04/04/2017"
